,ibd_lengths,ibd_nodes
662,1000000.0,19714
663,1000000.0,2152
664,1000000.0,111088
665,1000000.0,73856
666,1000000.0,96649
667,1000000.0,60346
668,1000000.0,222531
669,1000000.0,25459
670,1000000.0,277895
671,1000000.0,5486
672,1000000.0,7107
673,1000000.0,7107
674,1000000.0,4511
675,1000000.0,4692
676,387490.0,112620
677,759406.0,213987
678,369243.0,182888
679,1000000.0,182888
680,1000000.0,59289
681,1000000.0,212922
682,1000000.0,293755
683,556309.0,293755
684,1000000.0,212922
685,556309.0,293755
686,556309.0,293755
687,1000000.0,369998
688,1000000.0,16761
689,1000000.0,218845
690,1000000.0,18397
691,1000000.0,218845
692,1000000.0,39422
693,1000000.0,220213
694,1000000.0,220213
695,1000000.0,220213
696,1000000.0,220213
697,1000000.0,201780
698,1000000.0,26030
699,1000000.0,3478
700,1000000.0,15013
701,1000000.0,132861
702,1000000.0,10689
703,1000000.0,6934
704,1000000.0,70210
705,1000000.0,70210
706,1000000.0,317446
707,1000000.0,317446
708,1000000.0,317446
709,1000000.0,96324
710,142346.0,96324
711,1000000.0,317446
712,1000000.0,317446
713,1000000.0,96324
714,1000000.0,317446
715,1000000.0,97201
716,1000000.0,159985
717,1000000.0,85871
718,510489.0,298838
719,1000000.0,373517
720,1000000.0,97201
721,1000000.0,159985
722,1000000.0,82876
723,1000000.0,12777
724,1000000.0,12777
725,1000000.0,133810
726,1000000.0,323211
727,1000000.0,323211
728,1000000.0,222788
729,690088.0,271642
730,1000000.0,271642
731,60722.0,271642
732,1000000.0,88947
733,690088.0,271642
734,1000000.0,271642
735,590725.0,88947
736,1000000.0,110293
737,780711.0,65523
738,1000000.0,65523
739,1000000.0,122084
740,1000000.0,185381
741,1000000.0,17271
742,1000000.0,206432
743,1000000.0,185381
744,1000000.0,206432
745,478495.0,206432
746,1000000.0,60804
747,1000000.0,39677
748,542890.0,173520
749,542890.0,173520
750,627071.0,93767
751,1000000.0,120717
752,1000000.0,120717
753,1000000.0,144629
754,336477.0,167671
755,336477.0,167671
756,734282.0,181251
757,160465.0,209869
758,1000000.0,61056
759,794380.0,369580
760,1000000.0,61056
761,160465.0,209869
762,1000000.0,61056
763,1000000.0,101297
764,1000000.0,365483
765,1000000.0,31163
766,1000000.0,19432
767,281609.0,162148
768,1000000.0,180705
769,1000000.0,117728
770,1000000.0,41962
771,1000000.0,13945
772,650121.0,319057
773,1000000.0,13945
774,650121.0,319057
775,349879.0,74953
776,650121.0,319057
777,650121.0,118587
778,1000000.0,232721
779,1000000.0,39815
780,1000000.0,26514
781,1000000.0,88067
782,1000000.0,88067
783,881051.0,39024
784,1000000.0,7804
785,585045.0,119663
786,1000000.0,296187
787,1000000.0,42243
788,1000000.0,329963
789,1000000.0,121123
790,750284.0,121123
791,1000000.0,121123
792,750284.0,121123
793,1000000.0,242542
794,1000000.0,157132
795,847290.0,217903
796,45155.0,217903
797,403836.0,225999
798,403836.0,225999
799,1000000.0,157132
800,1000000.0,6687
801,242983.0,74224
802,1000000.0,4108
803,200423.0,276384
804,200423.0,276384
805,1000000.0,77333
806,893343.0,276384
807,893343.0,276384
808,1000000.0,9302
809,1000000.0,187960
810,1000000.0,187960
811,1000000.0,47354
812,210206.0,128308
813,1000000.0,290522
814,1000000.0,290522
815,1000000.0,4493
816,1000000.0,3807
817,1000000.0,111088
818,1000000.0,111088
819,1000000.0,29107
820,1000000.0,29107
821,1000000.0,111088
822,1000000.0,73856
823,238816.0,244263
824,238816.0,311686
825,238816.0,311686
826,61395.0,358829
827,96470.0,228014
828,238816.0,228014
829,238816.0,228014
830,1000000.0,5357
831,238816.0,278280
832,1000000.0,155958
833,1000000.0,57321
834,770648.0,57321
835,147112.0,65853
836,1000000.0,177948
837,1000000.0,133809
838,1000000.0,29200
839,1000000.0,29200
840,1000000.0,29200
841,159220.0,291793
842,671688.0,359856
843,1000000.0,291793
844,1000000.0,291793
845,241376.0,352953
846,241376.0,352953
847,241376.0,352953
848,1000000.0,3045
849,1000000.0,242542
850,847290.0,242542
851,45155.0,242542
852,403836.0,242542
853,403836.0,242542
854,1000000.0,242542
855,1000000.0,234611
856,1000000.0,146037
857,1000000.0,3037
858,1000000.0,27624
859,1000000.0,154918
860,1000000.0,24834
861,1000000.0,35290
862,1000000.0,110583
863,786351.0,138389
864,1000000.0,202476
865,1000000.0,202476
866,1000000.0,11308
867,1000000.0,282816
868,1000000.0,11308
869,1000000.0,10613
870,397805.0,211198
871,602195.0,181251
872,397805.0,211198
873,1000000.0,237941
874,435928.0,237941
875,1000000.0,78973
876,846385.0,311065
877,846385.0,311065
878,153615.0,198066
879,1000000.0,10642
880,846385.0,311065
881,153615.0,198066
882,846385.0,311065
883,1000000.0,155307
884,1000000.0,76951
885,1000000.0,104697
886,1000000.0,10452
887,1000000.0,5352
888,1000000.0,45338
889,1000000.0,88037
890,1000000.0,88037
891,199425.0,130738
892,1000000.0,55546
893,200423.0,276384
894,307080.0,263693
895,307080.0,231267
896,785620.0,284149
897,214380.0,294431
898,214380.0,47796
899,198308.0,319057
900,801692.0,279297
901,198308.0,319057
902,801692.0,288794
903,801692.0,288794
904,198308.0,319057
905,801692.0,169566
906,801692.0,194014
907,198308.0,169567
908,242703.0,359736
909,402279.0,359736
910,1000000.0,6312
911,1000000.0,269344
912,402279.0,359736
913,1000000.0,211160
914,402279.0,359736
915,402279.0,359736
916,1000000.0,81572
917,402279.0,359736
918,1000000.0,211160
919,1000000.0,159985
920,1000000.0,97201
921,510489.0,298838
922,1000000.0,373517
923,1000000.0,97201
924,1000000.0,159985
925,6011.0,19015
926,6011.0,19015
927,693867.0,53952
928,1000000.0,53952
929,1000000.0,88384
930,1000000.0,246826
931,1000000.0,379913
932,1000000.0,379913
933,1000000.0,90399
934,1000000.0,55599
935,1000000.0,323211
936,1000000.0,323211
937,1000000.0,222788
938,1000000.0,302962
939,1000000.0,12645
940,1000000.0,6996
941,566948.0,142024
942,690088.0,221059
943,690088.0,271642
944,1000000.0,26168
945,690088.0,193519
946,590725.0,271642
947,1000000.0,29485
948,1000000.0,11703
949,1000000.0,11658
950,1000000.0,284767
951,389813.0,284767
952,1000000.0,26796
953,33141.0,369729
954,615740.0,314073
955,546137.0,314073
956,615740.0,369729
957,993989.0,288441
958,774886.0,233950
959,1000000.0,10857
960,6011.0,53952
961,6011.0,53952
962,1000000.0,61562
963,1000000.0,37740
964,1000000.0,37740
965,498546.0,317561
966,1000000.0,340682
967,1000000.0,340682
968,1000000.0,340682
969,1000000.0,19980
970,1000000.0,6043
971,1000000.0,63395
972,1000000.0,10294
973,1000000.0,49111
974,1000000.0,256203
975,653164.0,256203
976,1000000.0,209599
977,1000000.0,15408
978,1000000.0,15408
979,1000000.0,311686
980,1000000.0,311686
981,857654.0,244263
982,1000000.0,244263
983,1000000.0,244263
984,238816.0,244263
985,504080.0,278280
986,1000000.0,10440
987,1000000.0,111088
988,1000000.0,111088
989,1000000.0,10440
990,1000000.0,111088
991,7410.0,173430
992,223681.0,363411
993,223681.0,363411
994,1000000.0,187960
995,1000000.0,187960
996,1000000.0,47354
997,1000000.0,3455
998,763374.0,162405
999,1000000.0,12436
1000,1000000.0,4975
1001,604034.0,278429
1002,1000000.0,33837
1003,1000000.0,43779
1004,1000000.0,2282
1005,1000000.0,2282
1006,1000000.0,154918
1007,1000000.0,49325
1008,1000000.0,28884
1009,1000000.0,370942
1010,1000000.0,370942
1011,568219.0,169494
1012,1000000.0,370942
1013,1000000.0,169494
1014,1000000.0,169494
1015,1000000.0,277820
1016,1000000.0,145445
1017,1000000.0,370942
1018,1000000.0,252217
1019,1000000.0,164092
1020,1000000.0,159985
1021,510489.0,298838
1022,1000000.0,373517
1023,1000000.0,159985
1024,1000000.0,54170
1025,650121.0,319057
1026,1000000.0,8854
1027,650121.0,319057
1028,349879.0,74953
1029,650121.0,319057
1030,650121.0,118587
1031,1000000.0,71389
1032,1000000.0,71389
1033,347838.0,42608
1034,532705.0,342178
1035,347838.0,42608
1036,1000000.0,102790
1037,532705.0,342178
1038,532705.0,342178
1039,1000000.0,37931
1040,1000000.0,262081
1041,366319.0,238412
1042,1000000.0,300544
1043,1000000.0,300544
1044,1000000.0,48971
1045,1000000.0,67650
1046,857654.0,311686
1047,1000000.0,311686
1048,1000000.0,311686
1049,238816.0,311686
1050,504080.0,311686
1051,1000000.0,17961
1052,90006.0,349909
1053,90006.0,349909
1054,1000000.0,298042
1055,1000000.0,133035
1056,1000000.0,133035
1057,1000000.0,119542
1058,786655.0,280396
1059,1000000.0,65741
1060,1000000.0,60804
1061,1000000.0,50424
1062,1000000.0,154031
1063,1000000.0,154031
1064,210206.0,290522
1065,210206.0,290522
1066,210206.0,128308
1067,789794.0,330333
1068,857654.0,311686
1069,1000000.0,311686
1070,1000000.0,311686
1071,238816.0,311686
1072,504080.0,311686
1073,619365.0,238359
1074,619365.0,238359
1075,380635.0,333746
1076,619365.0,278598
1077,619365.0,238359
1078,271565.0,278598
1079,1000000.0,52307
1080,1000000.0,52307
1081,1000000.0,52307
1082,1000000.0,246560
1083,1000000.0,246560
1084,1000000.0,246560
1085,1000000.0,128170
1086,799367.0,11677
1087,1000000.0,148475
1088,581818.0,185981
1089,1000000.0,185981
1090,1000000.0,185981
1091,1000000.0,36061
1092,1000000.0,323211
1093,1000000.0,33455
1094,1000000.0,33455
1095,1000000.0,318898
1096,1000000.0,49199
1097,1000000.0,104088
1098,1000000.0,104088
1099,1000000.0,109318
1100,259038.0,129704
1101,467922.0,151978
1102,1000000.0,129704
1103,1000000.0,206997
1104,852888.0,313282
1105,830329.0,306106
1106,1000000.0,306106
1107,1000000.0,19980
1108,1000000.0,63395
1109,1000000.0,29821
1110,245150.0,368674
1111,245150.0,368674
1112,245150.0,368674
1113,1000000.0,29821
1114,245150.0,368674
1115,333972.0,195352
1116,1000000.0,2029
1117,1000000.0,93160
1118,1000000.0,43810
1119,1000000.0,67349
1120,1000000.0,64422
1121,1000000.0,191327
1122,1000000.0,317446
1123,142346.0,317446
1124,1000000.0,191327
1125,1000000.0,34446
1126,1000000.0,317446
1127,1000000.0,34446
1128,980053.0,197904
1129,1000000.0,281139
1130,767430.0,197904
1131,1000000.0,197904
1132,1000000.0,197904
1133,1000000.0,197904
1134,1000000.0,6488
1135,796003.0,276996
1136,1000000.0,229271
1137,568219.0,370942
1138,1000000.0,229271
1139,1000000.0,370942
1140,1000000.0,370942
1141,1000000.0,370942
1142,1000000.0,370942
1143,1000000.0,34817
1144,264618.0,246121
1145,1000000.0,104791
1146,264073.0,246121
1147,1000000.0,246121
1148,219289.0,270172
1149,219289.0,52487
1150,780711.0,31302
1151,780711.0,122084
1152,219289.0,141292
1153,219289.0,270172
1154,1000000.0,189782
1155,1000000.0,277219
1156,1000000.0,277219
1157,1000000.0,38070
1158,1000000.0,101692
1159,1000000.0,101692
1160,1000000.0,101692
1161,150017.0,335282
1162,1000000.0,31258
1163,1000000.0,121338
1164,232440.0,203129
1165,1000000.0,56061
1166,1000000.0,121338
1167,1000000.0,122644
1168,1000000.0,191327
1169,1000000.0,317446
1170,142346.0,317446
1171,1000000.0,191327
1172,1000000.0,64422
1173,1000000.0,317446
1174,1000000.0,64422
1175,851185.0,20174
1176,1000000.0,41849
1177,1000000.0,9290
1178,1000000.0,79031
1179,1000000.0,164014
1180,225114.0,309107
1181,408048.0,99671
1182,591952.0,82698
1183,408048.0,49083
1184,1000000.0,12556
1185,242703.0,256379
1186,242703.0,359736
1187,242703.0,359736
1188,242703.0,175512
1189,242703.0,359736
1190,242703.0,256379
1191,242703.0,256379
1192,757297.0,294839
1193,242703.0,359736
1194,242703.0,168538
1195,242703.0,359736
1196,1000000.0,218845
1197,1000000.0,110407
1198,1000000.0,218845
1199,1000000.0,21795
1200,1000000.0,220441
1201,1000000.0,51413
1202,154645.0,129969
1203,1000000.0,317446
1204,142346.0,317446
1205,1000000.0,27354
1206,1000000.0,191327
1207,1000000.0,317446
1208,1000000.0,191327
1209,1000000.0,378040
1210,1000000.0,378040
1211,562148.0,148494
1212,69389.0,148494
1213,1000000.0,148494
1214,69389.0,148494
1215,562148.0,148494
1216,689239.0,213663
1217,570655.0,131455
1218,1000000.0,2747
1219,1000000.0,47994
1220,1000000.0,3650
1221,1000000.0,110645
1222,1000000.0,47994
1223,1000000.0,85533
1224,332446.0,185088
1225,647548.0,343004
1226,332446.0,185088
1227,1000000.0,6008
1228,1000000.0,72509
1229,1000000.0,88347
1230,1000000.0,22208
1231,1000000.0,88347
1232,30037.0,317004
1233,30037.0,179843
1234,30037.0,189850
1235,510489.0,298838
1236,1000000.0,373517
1237,1000000.0,97201
1238,1000000.0,159985
1239,724672.0,354106
1240,76676.0,42968
1241,1000000.0,354439
1242,1000000.0,8520
1243,1000000.0,13495
1244,876527.0,371923
1245,1000000.0,371923
1246,1000000.0,371923
1247,876527.0,371923
1248,876527.0,371923
1249,1000000.0,9160
1250,893697.0,272324
1251,106303.0,114893
1252,893697.0,182093
1253,106303.0,66950
1254,1000000.0,377440
1255,143571.0,77213
1256,1000000.0,38274
1257,867918.0,104779
1258,160465.0,209869
1259,160465.0,209869
1260,1000000.0,7029
1261,160465.0,209869
1262,1000000.0,3013
1263,1000000.0,187960
1264,1000000.0,270172
1265,718391.0,270172
1266,1000000.0,16947
1267,1000000.0,6436
1268,1000000.0,20133
1269,61727.0,192645
1270,831385.0,192645
1271,185275.0,164398
1272,1000000.0,5315
1273,185275.0,354713
1274,185275.0,354713
1275,1000000.0,4718
1276,1000000.0,224725
1277,1000000.0,20133
1278,1000000.0,53577
1279,539572.0,263924
1280,1000000.0,338047
1281,654656.0,338047
1282,1000000.0,338047
1283,1000000.0,13145
