,pair_1,pair_2,ibd_frac,ibd_min_node,ibd_max_node,ibd_nsegments
27,424,1545,1.0,225742,1746203,284355
28,424,1751,1.0,33897,1746204,277176
29,424,1885,1.0,289428,1746203,284672
30,569,689,1.0,55758,1746205,282267
31,569,979,1.0,191536,1746203,280774
32,569,1545,1.0,167452,1746203,283539
33,569,1751,1.0,140401,1746204,280090
34,569,1885,1.0,301200,1746203,284463
35,689,979,1.0,194043,1746205,284718
36,689,1545,1.0,252596,1746205,284238
37,689,1751,1.0,269435,1746205,283319
38,689,1885,1.0,264274,1746205,284960
39,979,1545,1.0,304674,1746202,284072
40,979,1751,1.0,299197,1746204,283757
41,979,1885,1.0,242471,1746201,283296
42,1545,1751,1.0,295264,1746204,283750
43,1545,1885,1.0,245933,1746202,283805
44,1751,1885,1.0,60188,1746204,282529
0,198,257,1.0,182817,1746200,284710
1,198,292,1.0,156406,1746202,282780
2,198,710,1.0,150875,1746205,281595
3,198,861,1.0,213038,1746201,284869
4,198,1080,1.0,195118,1746202,284589
5,198,1119,1.0,282318,1746205,283612
6,198,1263,1.0,292804,1746201,281322
7,198,1273,1.0,163827,1746203,282377
8,198,1665,1.0,76647,1746204,284265
9,257,292,1.0,190401,1746202,282254
10,257,710,1.0,160159,1746205,283384
11,257,861,1.0,224745,1746201,280394
12,257,1080,1.0,191910,1746202,281651
13,257,1119,1.0,146743,1746205,285353
14,257,1263,1.0,172745,1746201,284809
15,257,1273,1.0,316917,1746203,284739
16,257,1665,1.0,182673,1746204,284428
17,292,710,1.0,191554,1746205,285916
18,292,861,1.0,202496,1746202,281804
19,292,1080,1.0,156280,1746201,286712
20,292,1119,1.0,112443,1746205,283189
21,292,1263,1.0,153009,1746202,282173
22,292,1273,1.0,313125,1746203,285360
23,292,1665,1.0,179525,1746204,282471
24,710,861,1.0,222342,1746205,284195
25,710,1080,1.0,194846,1746205,281943
26,710,1119,1.0,122291,1746199,282446
27,710,1263,1.0,199791,1746205,284629
28,710,1273,1.0,280221,1746205,282797
29,710,1665,1.0,176960,1746205,283281
30,861,1080,1.0,206723,1746202,283035
31,861,1119,1.0,154058,1746205,283575
32,861,1263,1.0,266984,1746199,284110
33,861,1273,1.0,149103,1746203,281380
34,861,1665,1.0,162565,1746204,284290
35,1080,1119,1.0,29441,1746205,281794
36,1080,1263,1.0,239683,1746202,282821
37,1080,1273,1.0,241977,1746203,285068
38,1080,1665,1.0,184199,1746204,282925
39,1119,1263,1.0,207092,1746205,282378
40,1119,1273,1.0,86059,1746205,280734
41,1119,1665,1.0,144742,1746205,278752
42,1263,1273,1.0,154547,1746203,283378
43,1263,1665,1.0,211308,1746204,281919
44,1273,1665,1.0,133680,1746204,282245
0,773,819,1.0,272638,1746204,281089
1,773,933,1.0,307636,1746201,283742
2,773,1022,1.0,135663,1746204,283105
3,773,1097,1.0,137076,1746202,283547
4,773,1143,1.0,165695,1746204,283011
5,773,1274,1.0,282544,1746202,282884
6,773,1331,1.0,47567,1746204,286017
7,773,1480,1.0,211042,1746202,284848
